Crop,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Groundnut,Rabi,Theni,2952,989.5,1654137,4044,2.17
Chickpea,Rabi,Dindigul,8995,701.7,1016699,2204,0.57
Pomegranate,Whole Year,Attur,2369,384.0,450142,2236,3.6
Turmeric,Kharif,Attur,8405,1172.5,2255097,3440,4.13
Greengram,Kharif,Namakkal,1324,804.5,426337,321,0.82
Banana,Whole Year,Sivakasi,39279,1078.1,3552499,14886,29.45
Pomegranate,Whole Year,Kodaikanal,4253,976.8,765177,2780,9.36
Banana,Whole Year,Madurai,4072,881.1,1260081,7186,16.28
Cotton,Kharif,Sivakasi,13344,850.2,1752943,9332,1.34
Greengram,Kharif,Sivakasi,8839,429.4,945336,1757,0.56
Groundnut,Kharif,Karur,29543,648.6,3874191,4935,2.2
Papaya,Whole Year,Virudhunagar,4688,994.8,541257,3444,26.16
Sugarcane,Whole Year,Dindigul,11557,913.1,2458767,12571,60.02
Groundnut,Rabi,Kodaikanal,51093,1192.3,4405218,5824,2.32
Turmeric,Kharif,Theni,2286,1445.8,1547592,3445,5.43
Millet,Kharif,Namakkal,4568,589.3,481013,1401,0.72
Groundnut,Rabi,Sivakasi,13144,850.8,2160457,8562,1.77
Coffee,Whole Year,Salem,685,1237.2,766283,2281,1.38
Turmeric,Kharif,Namakkal,5692,932.9,669794,4750,3.96
Sugarcane,Whole Year,Theni,82270,1318.2,11859731,30632,69.49
Tapioca,Whole Year,Namakkal,16145,944.4,880354,7729,29.13
Millet,Kharif,Karur,7696,868.1,424379,1283,0.56
Papaya,Whole Year,Karur,6763,1202.5,1141096,4715,19.17
Chilli,Kharif,Rajapalayam,3224,689.0,740021,2425,0.76
Mango,Whole Year,Rajapalayam,37758,805.1,4673859,11442,5.7
Blackgram,Rabi,Salem,5912,758.5,665652,693,0.69
Tapioca,Whole Year,Namakkal,26412,980.9,1070183,7089,23.6
Papaya,Whole Year,Kodaikanal,7561,1222.0,2434787,1530,39.58
Millet,Kharif,Attur,27955,688.4,2625870,6080,1.17
Chilli,Rabi,Dindigul,5705,676.0,1165683,2227,1.39
Chilli,Kharif,Palani,6184,1261.4,2194491,3008,1.33
Tapioca,Whole Year,Theni,2662,1165.1,738646,2564,20.7
Turmeric,Kharif,Rajapalayam,10354,870.4,1839683,1426,5.21
Tapioca,Whole Year,Sivakasi,1677,612.3,1079196,2996,25.84
Maize,Kharif,Namakkal,10487,777.9,866301,3860,1.93
Coconut,Whole Year,Madurai,39617,792.8,2270378,8931,4.95
Millet,Kharif,Sivakasi,2869,587.8,916226,2632,0.99
Tapioca,Whole Year,Virudhunagar,23760,600.1,1178403,7935,18.9
Rice,Rabi,Dindigul,60318,1195.6,3934092,7338,1.81
Banana,Whole Year,Namakkal,10363,948.5,2504279,5076,30.78
Coconut,Whole Year,Madurai,48113,924.8,2221337,12149,4.47
Coffee,Whole Year,Attur,202,1291.4,347798,444,1.19
Tapioca,Whole Year,Madurai,4834,866.8,575573,5714,23.53
Pomegranate,Whole Year,Theni,102,1019.5,143626,1141,10.18
Mango,Whole Year,Sivakasi,15628,928.8,867273,2880,3.09
Mango,Whole Year,Dindigul,22888,746.7,1660239,8387,4.87
Rice,Kharif,Kodaikanal,41401,1427.1,2865822,9735,1.27
Coconut,Whole Year,Sivakasi,6972,812.4,954871,3790,6.87
Coconut,Whole Year,Attur,20252,1013.3,3145297,5201,5.61
Pomegranate,Whole Year,Madurai,4488,654.1,978542,1622,4.12
Tapioca,Whole Year,Madurai,3869,751.3,1071524,2310,28.34
Papaya,Whole Year,Virudhunagar,132,931.6,683886,100,28.02
Sugarcane,Whole Year,Theni,13914,1234.1,3966539,10320,54.61
Sugarcane,Whole Year,Kodaikanal,19436,1740.1,4651984,20638,79.86
Coffee,Whole Year,Salem,4065,1191.3,1208809,1138,0.85
Sorghum,Rabi,Palani,2338,848.6,127103,100,0.79
Tapioca,Whole Year,Karur,24565,631.2,2682720,5327,22.96
Turmeric,Kharif,Madurai,10676,1187.0,2189313,5020,6.61
Cotton,Kharif,Palani,46492,795.2,3024827,10019,1.55
Maize,Rabi,Palani,17330,1169.6,811944,6174,2.23
Maize,Kharif,Palani,26246,980.4,2578036,3648,1.64
Groundnut,Kharif,Madurai,48949,764.0,3452653,16425,1.54
Sesame,Kharif,Kodaikanal,4424,868.4,166372,1657,0.29
Cotton,Kharif,Karur,29118,933.4,2870125,7353,0.99
Millet,Kharif,Theni,24253,978.7,1333902,943,1.07
Papaya,Whole Year,Palani,5595,1335.7,1497124,3317,25.15
Millet,Kharif,Attur,8939,740.2,661953,1670,1.27
Pigeonpea,Kharif,Palani,4674,875.4,395654,1846,0.63
Mango,Whole Year,Kodaikanal,6245,1044.2,1089122,5598,7.23
Maize,Rabi,Sivakasi,20841,648.9,1492644,7431,1.45
Coffee,Whole Year,Kodaikanal,3415,1710.9,889430,3831,0.93
Sorghum,Rabi,Rajapalayam,24652,500.1,2516723,1373,1.24
Cotton,Kharif,Rajapalayam,12113,779.3,2561504,3327,1.04
Sugarcane,Whole Year,Palani,60398,1571.2,5923074,17627,82.23
Sugarcane,Whole Year,Salem,77442,1096.4,11693372,28721,52.16
Greengram,Kharif,Madurai,1737,414.0,261299,433,0.61
Chickpea,Rabi,Sivakasi,8089,619.9,735575,2133,0.55
Millet,Kharif,Sivakasi,836,654.2,751533,1776,0.78
Sugarcane,Whole Year,Kodaikanal,41198,1108.3,4197366,6337,64.12
Papaya,Whole Year,Theni,2440,1252.9,356171,2854,18.68
Sorghum,Kharif,Virudhunagar,1194,495.9,221771,314,1.02
Sorghum,Rabi,Attur,12645,632.2,514336,2704,1.36
Groundnut,Rabi,Karur,49407,959.1,2401237,3937,2.22
Sorghum,Rabi,Madurai,2542,733.5,691489,1801,1.27
Sugarcane,Whole Year,Dindigul,92057,1521.9,12178279,33128,91.95
Blackgram,Rabi,Salem,13266,672.6,593954,2812,0.66
Groundnut,Rabi,Madurai,54605,499.8,2612335,15358,1.32
Chilli,Kharif,Salem,9624,521.4,2909190,7414,1.43
Coffee,Whole Year,Kodaikanal,2342,1181.6,410587,3156,0.65
Sugarcane,Whole Year,Namakkal,75121,1186.8,10934598,30099,52.59
Maize,Kharif,Dindigul,22604,968.7,1320314,6004,3.61
Sugarcane,Whole Year,Rajapalayam,22628,1452.8,5822448,10366,74.52
Rice,Kharif,Attur,67121,1028.2,4427986,19192,2.55
Pigeonpea,Kharif,Palani,11855,938.1,571863,3889,0.87
Sugarcane,Whole Year,Madurai,78227,1185.7,4860051,31391,68.88
Chickpea,Rabi,Namakkal,3972,500.6,521515,1675,0.54
Turmeric,Kharif,Dindigul,14457,1283.0,1930714,3589,6.74
Groundnut,Kharif,Salem,28659,896.2,1309816,4963,2.15
Chickpea,Rabi,Attur,1143,808.4,260130,673,0.91
Chickpea,Rabi,Sivakasi,13634,655.7,1212979,1712,0.62
Millet,Kharif,Kodaikanal,12999,879.3,1517102,1478,1.29
Coconut,Whole Year,Attur,27522,1162.7,2628771,5826,8.55
Pomegranate,Whole Year,Virudhunagar,2452,551.6,718277,1201,6.81
Rice,Kharif,Kodaikanal,15255,1385.1,2021909,10011,3.06
Pomegranate,Whole Year,Karur,1820,574.5,587237,1321,6.01
Tapioca,Whole Year,Dindigul,17998,790.4,2275894,4043,27.73
Cotton,Kharif,Rajapalayam,30809,912.0,1744966,13848,1.71
Banana,Whole Year,Theni,35501,1051.9,3814413,13085,24.33
Sorghum,Kharif,Kodaikanal,16961,934.0,720204,2622,1.06
Greengram,Kharif,Rajapalayam,10842,425.0,1159792,3431,0.27
Maize,Kharif,Theni,26219,965.6,2911712,5123,1.48
Banana,Whole Year,Sivakasi,14254,883.1,1516461,11725,20.32
Chilli,Kharif,Karur,5710,875.8,1429490,3159,2.75
Chilli,Rabi,Palani,8442,852.2,1548266,5730,1.48
Pomegranate,Whole Year,Sivakasi,1328,378.5,575352,1832,5.7
Millet,Kharif,Kodaikanal,28554,925.6,1780771,7060,1.15
Mango,Whole Year,Palani,16739,1019.8,1644491,8242,7.17
Millet,Kharif,Kodaikanal,583,929.6,169807,450,1.05
Tapioca,Whole Year,Virudhunagar,9221,684.2,1552755,4459,20.37
Cotton,Kharif,Sivakasi,55554,518.7,4773980,11186,1.35
Chickpea,Rabi,Karur,8076,549.1,454118,2991,0.54
Sugarcane,Whole Year,Salem,40981,1179.1,3652101,11870,56.28
Greengram,Kharif,Namakkal,12367,724.6,435295,341,0.48
Maize,Rabi,Palani,44390,1043.5,2954174,10404,2.95
Sesame,Kharif,Rajapalayam,4314,681.4,550097,1951,0.8
Cotton,Kharif,Theni,8463,1126.9,1665088,7794,1.6
Maize,Rabi,Dindigul,47059,719.1,3363455,2531,1.53
Coconut,Whole Year,Madurai,7587,830.4,2240840,1291,6.3
Sesame,Kharif,Attur,9340,500.7,613687,1618,0.48
Banana,Whole Year,Rajapalayam,26458,1006.8,5314846,14221,19.69
Blackgram,Rabi,Rajapalayam,12139,736.9,1111920,1976,1.01
Sesame,Kharif,Dindigul,9264,524.3,696520,1750,0.4
Rice,Kharif,Madurai,62881,946.1,5782741,24678,1.52
Sugarcane,Whole Year,Dindigul,9891,1478.7,2702582,17424,60.05
Coffee,Whole Year,Salem,957,1505.9,449103,2182,1.18
Pomegranate,Whole Year,Palani,264,663.3,449332,658,8.55
Sorghum,Rabi,Kodaikanal,16618,804.1,1496155,5866,1.54
Millet,Kharif,Namakkal,2061,816.2,799730,2280,1.52
Coffee,Whole Year,Virudhunagar,1130,1091.3,756077,2146,1.17
Maize,Kharif,Palani,6173,1112.6,546744,2595,1.18
Turmeric,Kharif,Kodaikanal,8033,1402.6,1596232,4394,4.53
Pigeonpea,Kharif,Palani,2361,748.1,332622,387,0.77
Cotton,Kharif,Attur,36148,921.9,3116643,6671,1.78
Groundnut,Rabi,Theni,38080,1279.2,1868005,14184,1.04
Chilli,Kharif,Rajapalayam,616,568.7,263534,1648,2.07
Tapioca,Whole Year,Theni,24806,949.4,1893134,8212,24.42
Cotton,Kharif,Kodaikanal,40583,872.5,2152781,5994,1.81
Sorghum,Kharif,Palani,24862,563.2,911839,8025,0.79
Sesame,Kharif,Sivakasi,531,830.1,132879,663,0.3
Millet,Kharif,Madurai,10611,631.3,1036796,3199,0.85
Chilli,Kharif,Kodaikanal,7692,948.9,2404041,6341,1.37
Papaya,Whole Year,Salem,1982,855.7,676622,100,35.22
Coconut,Whole Year,Salem,58648,1032.4,5679925,6347,5.73
Greengram,Kharif,Madurai,11362,382.2,654774,2930,0.69
Cotton,Kharif,Attur,61624,718.2,7174003,21421,1.11
Banana,Whole Year,Sivakasi,9384,1047.9,2764465,2676,22.17
Rice,Rabi,Attur,49790,1074.4,4254637,12718,2.15
Maize,Rabi,Karur,12840,1033.2,838457,5550,2.36
Blackgram,Rabi,Salem,8643,536.5,377971,3120,0.85
Rice,Rabi,Salem,2664,1067.8,2455915,10008,2.38
Cotton,Kharif,Karur,54746,602.3,6287190,20007,0.9
Groundnut,Rabi,Attur,59854,943.5,5147226,14518,2.01
Sorghum,Rabi,Attur,22502,730.2,570524,3894,1.32
Blackgram,Rabi,Karur,3330,896.6,501606,2084,0.96
Chickpea,Rabi,Attur,13321,877.7,755129,3767,0.77
Greengram,Kharif,Namakkal,4122,557.8,383717,324,0.46
Banana,Whole Year,Attur,18926,1260.3,2434861,5379,16.97
Turmeric,Kharif,Namakkal,3278,920.3,545518,1205,2.09
Sugarcane,Whole Year,Palani,42357,1208.4,8111266,15726,48.73
Cotton,Kharif,Rajapalayam,36328,674.1,4857711,10873,2.04
Blackgram,Rabi,Palani,16158,761.8,810612,1203,0.98
Sesame,Kharif,Theni,8960,745.2,496330,2502,0.62
Tapioca,Whole Year,Sivakasi,18539,866.7,684378,6399,21.84
Sugarcane,Whole Year,Salem,63735,989.9,4363007,11693,52.6
Banana,Whole Year,Dindigul,43833,860.3,3532208,17459,19.78
Maize,Rabi,Madurai,48763,737.8,2092906,11965,2.89
Millet,Kharif,Virudhunagar,20436,864.3,2078070,4971,1.18
Pigeonpea,Kharif,Virudhunagar,10016,855.7,415392,1419,0.47
Coconut,Whole Year,Theni,32742,1349.1,3867729,7542,6.08
Groundnut,Rabi,Sivakasi,20070,621.0,1966027,5514,0.9
Sorghum,Kharif,Madurai,16483,566.3,1004443,3707,1.03
Millet,Kharif,Karur,23860,849.4,1915469,6048,0.84
Pomegranate,Whole Year,Karur,1500,666.4,626176,2427,5.58
Millet,Kharif,Dindigul,21083,550.0,2267857,4695,0.69
Pigeonpea,Kharif,Dindigul,7207,900.2,253327,1012,0.38
Pigeonpea,Kharif,Palani,9213,1073.1,635850,1128,0.83
Pomegranate,Whole Year,Rajapalayam,2940,623.7,356094,2686,8.7
Coffee,Whole Year,Rajapalayam,4907,1575.6,749308,1495,1.62
Millet,Kharif,Palani,2150,699.5,168756,2914,1.41
Pomegranate,Whole Year,Attur,3936,474.6,1309003,1803,10.54
Mango,Whole Year,Virudhunagar,15278,770.7,753083,1995,6.22
Chickpea,Rabi,Kodaikanal,11285,1053.6,908093,2513,1.3
Chilli,Kharif,Rajapalayam,8802,554.6,2213852,5281,2.58
Papaya,Whole Year,Karur,6295,1211.9,737343,2712,31.86
Coconut,Whole Year,Dindigul,14485,748.5,2214517,7116,6.96
Papaya,Whole Year,Theni,6756,1086.2,627772,5603,27.76
Maize,Rabi,Rajapalayam,42583,894.5,2387251,7311,1.96
Chickpea,Rabi,Rajapalayam,15843,887.3,1367838,3233,0.74
Pigeonpea,Kharif,Theni,6854,1089.7,229459,1606,0.62
Blackgram,Rabi,Dindigul,4202,660.3,246557,100,0.85
Blackgram,Rabi,Namakkal,14558,865.4,1542134,4157,0.7
Banana,Whole Year,Salem,42431,1093.6,6368231,17111,21.13
Banana,Whole Year,Virudhunagar,6340,784.0,1961701,6772,11.19
Rice,Kharif,Karur,49403,1221.3,3955294,10491,1.7
Chilli,Rabi,Sivakasi,3539,616.3,1263165,3172,1.06
Rice,Rabi,Madurai,48559,1216.7,2762545,4385,1.02
Maize,Kharif,Attur,26183,1024.7,2578318,8895,2.25
Greengram,Kharif,Namakkal,14326,466.4,405573,1697,0.72
Papaya,Whole Year,Salem,5280,1235.4,1141188,1142,35.36
Papaya,Whole Year,Salem,2083,823.5,496855,2887,28.82
Turmeric,Kharif,Salem,13443,1070.9,1069700,9024,4.13
Coffee,Whole Year,Palani,974,1627.3,530641,100,1.76
Pigeonpea,Kharif,Virudhunagar,5886,638.7,543827,874,0.36
Tapioca,Whole Year,Rajapalayam,886,994.8,1028101,2701,27.29
Groundnut,Rabi,Theni,56799,708.1,2119699,5560,0.99
Sugarcane,Whole Year,Virudhunagar,87767,1003.5,12993079,18835,75.69
Blackgram,Rabi,Namakkal,5828,663.5,1013672,1439,0.84
Tapioca,Whole Year,Palani,5779,857.6,896238,3783,24.1
Tapioca,Whole Year,Theni,17011,956.8,2137323,2913,24.92
Greengram,Kharif,Palani,5639,928.4,460861,1062,0.7
Banana,Whole Year,Madurai,27404,1279.7,2368049,16357,20.11
Chilli,Kharif,Madurai,10377,916.8,2358138,4005,0.93
Coffee,Whole Year,Sivakasi,377,1478.3,480603,2024,0.69
Maize,Rabi,Sivakasi,35280,629.4,1660437,2087,1.42
Coconut,Whole Year,Salem,41994,1222.5,3573485,4258,11.06
Tapioca,Whole Year,Karur,13468,811.2,1387465,2406,21.84
Pigeonpea,Kharif,Theni,808,875.5,260593,100,0.81
Chickpea,Rabi,Dindigul,736,578.1,301856,1846,0.61
Sorghum,Rabi,Kodaikanal,15142,881.2,1701415,3886,1.62
Sugarcane,Whole Year,Kodaikanal,40352,1500.8,7350862,26992,77.78
Sesame,Kharif,Namakkal,1087,456.2,384035,100,0.47
Blackgram,Rabi,Virudhunagar,1969,394.8,296908,1093,0.48
Groundnut,Kharif,Namakkal,16369,633.8,978443,4794,1.79
Pigeonpea,Kharif,Salem,9315,957.8,725421,1344,0.39
Cotton,Kharif,Salem,14762,943.3,2793360,4508,1.95
Banana,Whole Year,Palani,34301,1228.8,4387331,12458,33.5
Blackgram,Rabi,Rajapalayam,10332,829.8,1267719,556,0.95
Banana,Whole Year,Sivakasi,45276,926.5,4879975,7727,17.52
Pigeonpea,Kharif,Theni,1480,923.1,443979,859,1.04
Maize,Rabi,Sivakasi,37585,831.1,2768828,8633,1.57
Groundnut,Rabi,Kodaikanal,12822,1274.6,3030413,7594,2.85
Coffee,Whole Year,Rajapalayam,3864,1109.4,1130440,1519,0.38
Blackgram,Rabi,Madurai,3810,595.2,226817,2160,0.67
Sesame,Kharif,Virudhunagar,6389,766.5,208191,2156,0.34
Pigeonpea,Kharif,Palani,4582,1014.0,37869,2092,0.84
Turmeric,Kharif,Attur,12256,747.1,1986045,8139,4.57
Greengram,Kharif,Virudhunagar,7863,339.9,369400,1118,0.45
Mango,Whole Year,Rajapalayam,19098,813.1,1559045,7459,2.79
Sesame,Kharif,Kodaikanal,2693,616.4,344713,1392,0.7
Groundnut,Kharif,Theni,33563,852.5,4808320,13358,1.91
Turmeric,Kharif,Rajapalayam,10792,885.7,1009822,1940,6.0
Tapioca,Whole Year,Madurai,26940,813.1,1301513,8288,23.94
Blackgram,Rabi,Kodaikanal,4634,837.5,325293,2715,0.54
Sugarcane,Whole Year,Rajapalayam,66886,1023.3,6084004,13111,61.6
Chilli,Kharif,Rajapalayam,10138,925.1,1229150,9301,2.76
Mango,Whole Year,Sivakasi,36093,932.5,4511227,14183,4.22
Pomegranate,Whole Year,Namakkal,3807,604.3,324421,3423,3.1
Turmeric,Kharif,Attur,2519,1052.2,463687,1546,5.66
Papaya,Whole Year,Namakkal,2580,997.2,484412,900,17.32
Maize,Rabi,Virudhunagar,21843,878.8,2593290,5912,1.65
Rice,Kharif,Virudhunagar,41752,985.3,5878940,8260,1.28
Coffee,Whole Year,Palani,1603,1603.1,480886,2580,1.12
Tapioca,Whole Year,Rajapalayam,7043,792.1,1837048,4590,29.23
Coconut,Whole Year,Namakkal,26970,1319.7,1479447,7303,6.08
Cotton,Kharif,Attur,66449,949.4,7120483,21879,1.81
Rice,Rabi,Karur,45598,1131.3,2931402,5138,0.93
Chickpea,Rabi,Theni,15378,818.4,563315,1036,0.46
Chickpea,Rabi,Attur,17704,830.2,1577868,549,1.24
Sesame,Kharif,Attur,1071,789.9,331013,1008,0.85
Coconut,Whole Year,Theni,19924,1383.0,1626372,7219,5.71
Millet,Kharif,Sivakasi,9499,710.3,732769,3505,0.64
Groundnut,Rabi,Palani,57829,927.0,6192515,10875,1.19
Pigeonpea,Kharif,Dindigul,7448,586.0,634814,2557,0.81
Sorghum,Rabi,Rajapalayam,319,803.0,526962,1570,1.1
Coconut,Whole Year,Virudhunagar,3000,1213.2,801433,3867,4.24
Turmeric,Kharif,Madurai,2758,1202.5,1448103,1141,3.97
Sorghum,Kharif,Madurai,4791,704.5,792243,752,1.21
Greengram,Kharif,Dindigul,7471,746.5,757249,628,0.8
Sorghum,Rabi,Attur,23527,765.7,1973597,3681,0.94
Rice,Rabi,Attur,5396,1315.5,1732035,3461,2.47
Sesame,Kharif,Namakkal,4506,523.3,324690,2026,0.45
Coconut,Whole Year,Karur,29349,1007.1,2011681,7378,6.72
Greengram,Kharif,Virudhunagar,14993,583.3,763800,3240,0.6
Pomegranate,Whole Year,Namakkal,2473,751.6,205483,3148,6.48
Maize,Kharif,Theni,49038,883.3,3929744,9864,2.57
Chickpea,Rabi,Palani,2533,789.2,205418,584,0.93
Millet,Kharif,Namakkal,18921,822.2,689926,4800,0.62
Blackgram,Rabi,Palani,2999,699.2,742316,2289,0.76
Sesame,Kharif,Madurai,747,789.9,11852,100,0.57
Pomegranate,Whole Year,Madurai,842,534.8,304834,594,4.29
Sorghum,Rabi,Theni,719,669.6,154513,487,0.83
Pigeonpea,Kharif,Theni,10842,892.0,806369,963,0.61
Maize,Kharif,Kodaikanal,19896,1034.9,2269542,7164,2.61
Banana,Whole Year,Kodaikanal,1437,1564.5,1478152,4631,24.66
Chickpea,Rabi,Sivakasi,3373,432.3,211894,530,0.42
Coffee,Whole Year,Salem,4035,1128.0,1724396,1653,1.0
Mango,Whole Year,Madurai,17433,805.8,911929,8983,6.26
Blackgram,Rabi,Theni,18426,734.4,1329507,650,0.69
Pomegranate,Whole Year,Rajapalayam,456,768.2,589901,542,4.64
Cotton,Kharif,Karur,8989,572.0,1163583,2295,0.75
Pigeonpea,Kharif,Attur,2259,610.5,227864,100,0.71
Maize,Kharif,Theni,29189,863.4,2236859,6929,2.47
Sesame,Kharif,Kodaikanal,4168,881.4,61928,100,0.36
Tapioca,Whole Year,Salem,3196,821.5,597820,2674,26.82
Chilli,Rabi,Kodaikanal,9914,900.7,1266024,5623,1.78
Sorghum,Kharif,Attur,6503,740.5,1107250,1227,0.49
Coconut,Whole Year,Karur,44388,817.7,2159654,5411,4.77
Pomegranate,Whole Year,Madurai,331,572.2,417710,446,6.5
Pomegranate,Whole Year,Dindigul,3440,734.3,785660,1528,7.49
Chilli,Kharif,Sivakasi,5690,691.0,640279,5922,2.0
Pigeonpea,Kharif,Palani,4571,1137.2,345572,1557,0.75
Banana,Whole Year,Dindigul,38734,1312.7,2742502,14399,18.24
Turmeric,Kharif,Sivakasi,5816,883.0,1860484,1957,4.63
Rice,Rabi,Namakkal,64257,1188.2,3381372,12096,1.72
Blackgram,Rabi,Dindigul,19951,571.3,450766,1736,0.71
Coffee,Whole Year,Virudhunagar,2319,1114.2,1048203,1336,0.42
Rice,Rabi,Karur,21374,1339.8,4100791,10759,2.24
Coconut,Whole Year,Attur,44468,1042.6,1448083,7495,9.48
Papaya,Whole Year,Theni,3567,1357.5,356515,1465,26.48
Chickpea,Rabi,Attur,7310,595.0,1046271,1902,0.41
Sugarcane,Whole Year,Theni,75203,1680.1,5038079,22842,74.95
Banana,Whole Year,Attur,17521,1192.1,2987857,6988,14.43
Banana,Whole Year,Rajapalayam,15613,907.0,2041699,7074,26.63
Maize,Rabi,Rajapalayam,48526,811.0,4763654,5584,2.66
Mango,Whole Year,Dindigul,30415,831.8,1141386,8711,6.82
Coffee,Whole Year,Namakkal,3160,1043.8,1274214,1898,1.13
Coffee,Whole Year,Kodaikanal,1246,1216.2,942893,576,1.33
Blackgram,Rabi,Virudhunagar,756,490.5,535702,922,0.69
Coconut,Whole Year,Virudhunagar,15173,1112.3,2572665,2554,6.8
Pigeonpea,Kharif,Kodaikanal,7360,1050.1,143571,1330,0.88
Rice,Rabi,Palani,4835,997.7,2846778,4516,2.28
Tapioca,Whole Year,Kodaikanal,4507,1337.7,449436,2669,31.63
Sorghum,Rabi,Attur,15058,756.5,351620,3514,1.48
Chilli,Rabi,Theni,6911,1007.0,2108078,6925,2.64
Cotton,Kharif,Rajapalayam,12361,660.1,1283011,2001,0.68
Coffee,Whole Year,Kodaikanal,2911,1195.6,631588,3444,0.44
Turmeric,Kharif,Kodaikanal,2984,1183.2,485502,1059,5.64
Sugarcane,Whole Year,Karur,7186,1522.4,3053466,8721,71.06
Chilli,Kharif,Virudhunagar,9280,972.0,2723358,3201,1.39
Rice,Rabi,Salem,56443,918.9,5473657,15017,1.71
Coffee,Whole Year,Sivakasi,3970,1262.2,1379998,3073,0.94
Pomegranate,Whole Year,Sivakasi,3499,615.6,1102852,2257,9.17
Maize,Kharif,Rajapalayam,4802,670.7,1593348,4013,3.01
Sorghum,Kharif,Dindigul,10170,818.8,487352,2740,1.15
Chickpea,Rabi,Virudhunagar,4312,740.9,669497,831,0.58
Groundnut,Rabi,Palani,12251,826.1,1168387,5112,0.88
Chilli,Kharif,Attur,289,818.5,349963,3152,1.49
Rice,Kharif,Sivakasi,8731,842.8,3283490,7500,0.75
Chickpea,Rabi,Virudhunagar,2842,795.8,346451,1916,0.98
Sugarcane,Whole Year,Attur,70676,1335.8,4259325,27241,68.65
Chilli,Kharif,Salem,4294,941.1,1342602,6128,1.8
Rice,Rabi,Namakkal,15521,1228.6,1256531,11835,2.73
Chickpea,Rabi,Karur,10955,752.7,1068780,2066,0.72
Sorghum,Rabi,Sivakasi,13819,624.3,721453,2559,1.26
Pomegranate,Whole Year,Salem,2541,769.1,778232,1631,4.96
Groundnut,Kharif,Madurai,32344,619.5,3951236,9329,2.33
Cotton,Kharif,Dindigul,8989,943.9,1919332,9466,0.86
Pomegranate,Whole Year,Virudhunagar,3450,707.7,706721,3813,9.84
Pomegranate,Whole Year,Theni,4109,872.7,885109,3825,10.44
Coffee,Whole Year,Namakkal,4815,1358.6,1492876,4143,0.73
Cotton,Kharif,Salem,29545,508.4,4131805,4276,0.96
Millet,Kharif,Salem,2469,805.4,919386,515,1.09
Greengram,Kharif,Namakkal,3742,414.0,383100,390,0.41
Turmeric,Kharif,Kodaikanal,7727,1417.5,697678,5322,4.58
Banana,Whole Year,Madurai,8175,1014.6,1603938,4521,13.74
Turmeric,Kharif,Sivakasi,2731,772.6,451993,4180,5.09
Turmeric,Kharif,Madurai,3111,995.4,787290,1871,3.11
Rice,Rabi,Attur,24153,1232.0,2391252,12262,2.68
Maize,Kharif,Salem,47846,967.5,4441124,12016,3.62
Blackgram,Rabi,Salem,17130,884.8,1159358,100,0.48
Pigeonpea,Kharif,Dindigul,8829,1026.9,807100,2291,0.47
Blackgram,Rabi,Dindigul,3774,543.0,745347,2423,0.82
Cotton,Kharif,Karur,66276,683.3,7121974,6444,0.93
Pigeonpea,Kharif,Attur,9616,769.7,188853,3161,0.4
Sugarcane,Whole Year,Rajapalayam,28922,1408.0,5569907,14216,51.03
Pigeonpea,Kharif,Rajapalayam,3472,597.0,135673,872,0.32
Greengram,Kharif,Virudhunagar,880,545.2,75153,1010,0.7
Maize,Kharif,Namakkal,14794,854.1,2033803,6625,1.88
Groundnut,Rabi,Karur,33176,678.1,3851851,10610,2.11
Chilli,Rabi,Madurai,3998,707.1,1536072,4861,0.92
Banana,Whole Year,Attur,36936,1150.3,5450715,11388,13.75
Sugarcane,Whole Year,Sivakasi,54278,1012.0,3504144,20725,42.82
Rice,Rabi,Virudhunagar,62064,1271.1,6187203,23402,3.01
Cotton,Kharif,Palani,53653,980.6,6401630,9401,1.61
Coconut,Whole Year,Virudhunagar,56048,897.0,3105179,14450,8.26
Turmeric,Kharif,Theni,6391,1104.5,1775265,5875,4.67
Sugarcane,Whole Year,Virudhunagar,69426,1390.4,5874792,22464,53.95
Pigeonpea,Kharif,Namakkal,5382,817.7,297694,1880,0.42
Papaya,Whole Year,Attur,943,1046.5,265157,1324,23.02
Maize,Kharif,Karur,46621,770.1,4593290,5800,1.64
Pigeonpea,Kharif,Madurai,3235,666.0,306264,149,0.48
Mango,Whole Year,Dindigul,30827,974.6,2819427,6100,5.32
Papaya,Whole Year,Attur,7207,864.0,1990846,6164,42.71
Mango,Whole Year,Namakkal,10713,1007.8,1435368,6162,7.72
Sugarcane,Whole Year,Theni,47750,1673.2,3435042,24132,68.46
Chickpea,Rabi,Madurai,1164,625.0,607530,1418,0.7
Millet,Kharif,Karur,27600,625.5,940245,5258,0.83
Cotton,Kharif,Madurai,27530,782.4,3339462,6874,1.96
Papaya,Whole Year,Rajapalayam,7348,1111.5,2191177,7292,18.55
Blackgram,Rabi,Salem,17951,749.7,440069,216,0.38
Rice,Rabi,Palani,67054,1095.2,5545814,14996,2.2
Maize,Rabi,Namakkal,39611,564.2,3734632,3379,2.51
Coconut,Whole Year,Salem,21672,1182.4,1172252,1797,5.97
Mango,Whole Year,Palani,2645,1070.8,1377852,3209,7.88
Coconut,Whole Year,Namakkal,19874,679.6,1745871,2377,6.71
Banana,Whole Year,Karur,13798,997.5,2039757,11344,17.31
Sesame,Kharif,Sivakasi,4868,405.6,520595,520,0.32
Blackgram,Rabi,Virudhunagar,5819,567.5,997567,3477,0.44
